,asin,meta,Title,Author
1343,0375411089,"{'ISBN-13': '9780375411083', 'Title': 'Skinny dip', 'Authors': ['Carl Hiaasen'], 'Publisher': 'Alfred A. Knopf', 'Year': '2004', 'Language': ''}",Skinny dip,Carl Hiaasen
1344,0375414819,"{'ISBN-13': '9780375414817', 'Title': 'A fine balance', 'Authors': ['Rohinton Mistry'], 'Publisher': 'Alfred A. Knopf', 'Year': '2001', 'Language': ''}",A fine balance,Rohinton Mistry
1345,037541486X,"{'ISBN-13': '9780375414862', 'Title': 'The looming tower', 'Authors': ['Wright, Lawrence'], 'Publisher': 'Knopf', 'Year': '2006', 'Language': ''}",The looming tower,"Wright, Lawrence"
1346,037543075X,"{'ISBN-13': '9780375430756', 'Title': 'The rescue', 'Authors': ['Nicholas Sparks'], 'Publisher': 'Random House Large Print', 'Year': '2000', 'Language': ''}",The rescue,Nicholas Sparks
1347,0375431101,"{'ISBN-13': '9780375431104', 'Title': 'Ghost soldiers', 'Authors': ['Hampton Sides'], 'Publisher': 'Random House Large Print', 'Year': '2001', 'Language': ''}",Ghost soldiers,Hampton Sides
1348,037543190X,"{'ISBN-13': '9780375431906', 'Title': 'His Excellency', 'Authors': ['Joseph J. Ellis'], 'Publisher': 'Random House Large Print', 'Year': '2004', 'Language': ''}",His Excellency,Joseph J. Ellis
1349,037543318X,"{'ISBN-13': '9780375433184', 'Title': 'Angels & demons', 'Authors': ['Dan Brown'], 'Publisher': 'Random House Large Print', 'Year': '2000', 'Language': ''}",Angels & demons,Dan Brown
1350,0375433392,"{'ISBN-13': '9780375433399', 'Title': 'The hard way', 'Authors': ['Lee Child'], 'Publisher': 'Random House Large Print', 'Year': '2006', 'Language': ''}",The hard way,Lee Child
1351,0375433694,"{'ISBN-13': '9780375433696', 'Title': 'The taking', 'Authors': ['Dean Ray Koontz'], 'Publisher': 'Random House Large Print', 'Year': '2004', 'Language': ''}",The taking,Dean Ray Koontz
1352,0375434305,"{'ISBN-13': '9780375434303', 'Title': 'The life and times of the thunderbolt kid', 'Authors': ['Bill Bryson'], 'Publisher': 'Random House', 'Year': '2006', 'Language': ''}",The life and times of the thunderbolt kid,Bill Bryson
1353,0375434313,"{'ISBN-13': '9780375434310', 'Title': 'At Home', 'Authors': ['Bill Bryson'], 'Publisher': 'Random House Large Print', 'Year': '2010', 'Language': 'en'}",At Home,Bill Bryson
1354,0375435050,"{'ISBN-13': '9780375435058', 'Title': 'Culture Warrior', 'Authors': [""Bill O'Reilly""], 'Publisher': 'Random House Large Print', 'Year': '2006', 'Language': ''}",Culture Warrior,Bill O'Reilly
1355,0375435417,"{'ISBN-13': '9780375435416', 'Title': 'Hannibal Rising', 'Authors': ['Thomas Harris'], 'Publisher': 'Random House Large Print Publishing', 'Year': '2006', 'Language': 'en'}",Hannibal Rising,Thomas Harris
1356,0375500901,"{'ISBN-13': '9780375500909', 'Title': 'The kill artist', 'Authors': ['Daniel Silva'], 'Publisher': 'Random House', 'Year': '2000', 'Language': ''}",The kill artist,Daniel Silva
1357,0375501851,"{'ISBN-13': '9780375501852', 'Title': 'White Teeth', 'Authors': ['Zadie Smith'], 'Publisher': 'Random House Incorporated', 'Year': '2000', 'Language': 'en'}",White Teeth,Zadie Smith
1358,0375504524,"{'ISBN-13': '9780375504525', 'Title': 'As I lay dying', 'Authors': ['William Faulkner'], 'Publisher': 'Modern Library', 'Year': '2000', 'Language': ''}",As I lay dying,William Faulkner
1359,0375700757,"{'ISBN-13': '9780375700750', 'Title': 'Cold Mountain', 'Authors': ['Charles Frazier'], 'Publisher': 'Vintage', 'Year': '1997', 'Language': 'en'}",Cold Mountain,Charles Frazier
1360,0375701907,"{'ISBN-13': '9780375701900', 'Title': 'Straight man', 'Authors': ['Richard Russo'], 'Publisher': 'Vintage Books, a division of Random House, Inc.', 'Year': '1998', 'Language': ''}",Straight man,Richard Russo
1361,0375706771,"{'ISBN-13': '9780375706776', 'Title': 'Midwives', 'Authors': ['Christopher A. Bohjalian'], 'Publisher': 'Vintage', 'Year': '1998', 'Language': ''}",Midwives,Christopher A. Bohjalian
1362,0375708111,"{'ISBN-13': '9780375708114', 'Title': 'The elegant universe', 'Authors': ['B. Greene'], 'Publisher': 'Vintage Books', 'Year': '2000', 'Language': ''}",The elegant universe,B. Greene
1363,0375708278,"{'ISBN-13': '9780375708275', 'Title': ""Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History"", 'Authors': ['Erik Larson'], 'Publisher': 'Vintage Books', 'Year': '2000', 'Language': ''}","Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",Erik Larson
1365,0375725601,"{'ISBN-13': '9780375725609', 'Title': 'The Devil in the White City', 'Authors': ['Erik Larson'], 'Publisher': 'Vintage Books', 'Year': '2004', 'Language': ''}",The Devil in the White City,Erik Larson
1367,0375751467,"{'ISBN-13': '9780375751462', 'Title': 'The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life', 'Authors': ['Charles Darwin'], 'Publisher': 'Modern Library', 'Year': '2009', 'Language': ''}","The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life",Charles Darwin
1368,0375760377,"{'ISBN-13': '9780375760372', 'Title': 'Hawaii', 'Authors': ['James A. Michener'], 'Publisher': 'Random House Paperbacks', 'Year': '2002', 'Language': ''}",Hawaii,James A. Michener
1370,0375822739,"{'ISBN-13': '9780375822735', 'Title': 'The city of Ember', 'Authors': ['Jeanne DuPrau'], 'Publisher': 'Random House', 'Year': '2003', 'Language': ''}",The city of Ember,Jeanne DuPrau
1371,0375826688,"{'ISBN-13': '9780375826689', 'Title': 'Eragon', 'Authors': ['Christopher Paolini'], 'Publisher': 'Alfred A. Knopf', 'Year': '2003', 'Language': ''}",Eragon,Christopher Paolini
1372,0375826726,"{'ISBN-13': '9780375826726', 'Title': 'Brisingr', 'Authors': ['Christopher Paolini'], 'Publisher': 'Knopf Books for Young Readers', 'Year': '2008', 'Language': 'en'}",Brisingr,Christopher Paolini
1373,0375830995,"{'ISBN-13': '9780375830990', 'Title': 'I am the messenger', 'Authors': ['Markus Zusak'], 'Publisher': 'Alfred A. Knopf', 'Year': '2005', 'Language': ''}",I am the messenger,Markus Zusak
1374,0375831002,"{'ISBN-13': '9780375831003', 'Title': 'The Book Thief', 'Authors': ['Markus Zusak'], 'Publisher': 'Alfred A. Knopf Books for Young Readers', 'Year': '2005', 'Language': 'en'}",The Book Thief,Markus Zusak
1375,037584631X,"{'ISBN-13': '9780375846311', 'Title': 'Inheritance', 'Authors': ['Christopher Paolini'], 'Publisher': 'Alfred A. Knopf', 'Year': '2012', 'Language': ''}",Inheritance,Christopher Paolini
1376,0375850864,"{'ISBN-13': '9780375850868', 'Title': 'When You Reach Me', 'Authors': ['Rebecca Stead'], 'Publisher': 'Yearling Books', 'Year': '2010', 'Language': 'en'}",When You Reach Me,Rebecca Stead
1377,0375866566,"{'ISBN-13': '9780375866562', 'Title': 'Seraphina', 'Authors': ['Rachel Hartman'], 'Publisher': 'Random House', 'Year': '2012', 'Language': ''}",Seraphina,Rachel Hartman
1378,0375868275,"{'ISBN-13': '9780375868276', 'Title': 'Chomp', 'Authors': ['Carl Hiaasen'], 'Publisher': 'Alfred A. Knopf', 'Year': '2012', 'Language': ''}",Chomp,Carl Hiaasen
1379,0375869034,"{'ISBN-13': '9780375869037', 'Title': 'The phantom tollbooth', 'Authors': ['Norton Juster'], 'Publisher': 'Alfred A. Knopf', 'Year': '2011', 'Language': ''}",The phantom tollbooth,Norton Juster
1380,0380005239,"{'ISBN-13': '9780380005239', 'Title': 'Go ask Alice', 'Authors': [''], 'Publisher': 'Avon Books', 'Year': '1982', 'Language': ''}",Go ask Alice,
1381,0380486032,"{'ISBN-13': '9780380486038', 'Title': 'Rebecca', 'Authors': ['Daphne Du Maurier'], 'Publisher': 'Avon', 'Year': '1971', 'Language': ''}",Rebecca,Daphne Du Maurier
1382,0380719185,"{'ISBN-13': '9780380719181', 'Title': 'Princess', 'Authors': ['Jean P. Sasson'], 'Publisher': 'Avon Books', 'Year': '1993', 'Language': ''}",Princess,Jean P. Sasson
1383,0380776162,"{'ISBN-13': '9780380776160', 'Title': 'Lord of scoundrels', 'Authors': ['Loretta Chase'], 'Publisher': 'Avon Books', 'Year': '2007', 'Language': ''}",Lord of scoundrels,Loretta Chase
1384,0380776820,"{'ISBN-13': '9780380776825', 'Title': ""The Mackinnon's Bride (An Avon Romantic Treasure)"", 'Authors': ['Tanya Anne Crosby'], 'Publisher': 'Avon Books', 'Year': '1996', 'Language': ''}",The Mackinnon's Bride (An Avon Romantic Treasure),Tanya Anne Crosby
1385,0380785315,"{'ISBN-13': '9780380785315', 'Title': ""Ryan's Return"", 'Authors': ['Barbara Freethy'], 'Publisher': 'Avon', 'Year': '1996', 'Language': ''}",Ryan's Return,Barbara Freethy
1386,0380792621,"{'ISBN-13': '9780380792627', 'Title': 'The Wild One', 'Authors': ['Danelle Harmon'], 'Publisher': 'Avon Books (Mm)', 'Year': '1997', 'Language': ''}",The Wild One,Danelle Harmon
1387,0380800829,"{'ISBN-13': '9780380800827', 'Title': 'The Duke and I', 'Authors': ['Julia Quinn'], 'Publisher': 'Avon Books, Inc.', 'Year': '2000', 'Language': ''}",The Duke and I,Julia Quinn
1388,0385182449,"{'ISBN-13': '9780385182447', 'Title': 'Pet Sematary', 'Authors': ['Stephen King'], 'Publisher': 'Doubleday', 'Year': '1983', 'Language': ''}",Pet Sematary,Stephen King
1389,0385257406,"{'ISBN-13': '9780385257404', 'Title': 'A breath of snow and ashes', 'Authors': ['Diana Gabaldon'], 'Publisher': 'Doubleday Canada', 'Year': '2005', 'Language': ''}",A breath of snow and ashes,Diana Gabaldon
1390,0385263481,"{'ISBN-13': '9780385263481', 'Title': 'Hyperion', 'Authors': ['Dan Simmons'], 'Publisher': 'Doubleday', 'Year': '1989', 'Language': ''}",Hyperion,Dan Simmons
1391,0385289235,"{'ISBN-13': '9780385289238', 'Title': 'The Sirens of Titan', 'Authors': ['Kurt Vonnegut'], 'Publisher': 'Delacorte Press', 'Year': '1981', 'Language': ''}",The Sirens of Titan,Kurt Vonnegut
1392,0385302312,"{'ISBN-13': '9780385302319', 'Title': 'Dragonfly in amber', 'Authors': ['Diana Gabaldon'], 'Publisher': 'Delacorte Press', 'Year': '1992', 'Language': ''}",Dragonfly in amber,Diana Gabaldon
1393,0385302320,"{'ISBN-13': '9780385302326', 'Title': 'Voyager', 'Authors': ['Diana Gabaldon'], 'Publisher': 'Delacorte Press', 'Year': '1994', 'Language': ''}",Voyager,Diana Gabaldon
1394,0385311214,"{'ISBN-13': '9780385311212', 'Title': 'A dangerous fortune', 'Authors': ['Ken Follett'], 'Publisher': 'Delacorte Press', 'Year': '1993', 'Language': ''}",A dangerous fortune,Ken Follett
1395,0385311400,"{'ISBN-13': '9780385311403', 'Title': 'Drums of autumn', 'Authors': ['Diana Gabaldon'], 'Publisher': 'Delacorte Press', 'Year': '1997', 'Language': ''}",Drums of autumn,Diana Gabaldon
1396,0385319673,"{'ISBN-13': '9780385319676', 'Title': 'Red dragon', 'Authors': ['Harris, Thomas'], 'Publisher': 'Delta Trade Paperbacks', 'Year': '1998', 'Language': ''}",Red dragon,"Harris, Thomas"
1397,0385333951,"{'ISBN-13': '9780385333955', 'Title': 'Tara Road', 'Authors': ['Maeve Binchy'], 'Publisher': 'Delacorte Press', 'Year': '1998', 'Language': ''}",Tara Road,Maeve Binchy
1398,0385335482,"{'ISBN-13': '9780385335485', 'Title': 'Confessions of a shopaholic', 'Authors': ['Sophie Kinsella'], 'Publisher': 'The Dial Press', 'Year': '2005', 'Language': ''}",Confessions of a shopaholic,Sophie Kinsella
1399,0385335555,"{'ISBN-13': '9780385335553', 'Title': 'Tell no one', 'Authors': ['Harlan Coben'], 'Publisher': 'Delacorte Press', 'Year': '2001', 'Language': ''}",Tell no one,Harlan Coben
1400,0385335881,"{'ISBN-13': '9780385335881', 'Title': 'Shopaholic takes Manhattan', 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '2007', 'Language': ''}",Shopaholic takes Manhattan,Sophie Kinsella
1401,0385336179,"{'ISBN-13': '9780385336178', 'Title': 'Shopaholic Ties the Knot', 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '2003', 'Language': ''}",Shopaholic Ties the Knot,Sophie Kinsella
1402,0385336667,"{'ISBN-13': '9780385336666', 'Title': 'Persuader', 'Authors': ['Lee Child'], 'Publisher': 'Delacorte Press', 'Year': '2003', 'Language': ''}",Persuader,Lee Child
1403,0385336675,"{'ISBN-13': '9780385336673', 'Title': 'The enemy', 'Authors': ['Lee Child'], 'Publisher': 'Delacorte Press', 'Year': '2004', 'Language': ''}",The enemy,Lee Child
1404,0385336810,"{'ISBN-13': '9780385336819', 'Title': 'Can you keep a secret?', 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '2004', 'Language': ''}",Can you keep a secret?,Sophie Kinsella
1405,0385338309,"{'ISBN-13': '9780385338301', 'Title': 'First Sight', 'Authors': ['Danielle Steel'], 'Publisher': 'Delacorte Press', 'Year': '2006', 'Language': ''}",First Sight,Danielle Steel
1407,0385338686,"{'ISBN-13': '9780385338684', 'Title': 'The undomestic goddess', 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '2005', 'Language': ''}",The undomestic goddess,Sophie Kinsella
1408,0385338724,"{'ISBN-13': '9780385338721', 'Title': 'Remember me?', 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '', 'Language': ''}",Remember me?,Sophie Kinsella
1409,0385339151,"{'ISBN-13': '9780385339155', 'Title': 'Darkfever', 'Authors': ['Karen Marie Moning'], 'Publisher': 'Delacorte Press', 'Year': '2006', 'Language': ''}",Darkfever,Karen Marie Moning
1410,038533916X,"{'ISBN-13': '9780385339162', 'Title': 'Bloodfever', 'Authors': ['Karen Marie Moning'], 'Publisher': 'Delacorte Press', 'Year': '2007', 'Language': ''}",Bloodfever,Karen Marie Moning
1411,0385340540,"{'ISBN-13': '9780385340540', 'Title': 'The Broker', 'Authors': ['John Grisham'], 'Publisher': 'Delta', 'Year': '2006', 'Language': ''}",The Broker,John Grisham
1412,0385340559,"{'ISBN-13': '9780385340557', 'Title': 'Bad luck and trouble', 'Authors': ['Lee Child'], 'Publisher': 'Delacorte Press', 'Year': '2007', 'Language': ''}",Bad luck and trouble,Lee Child
1413,0385340567,"{'ISBN-13': '9780385340564', 'Title': 'Nothing to Lose', 'Authors': ['Lee Child'], 'Publisher': 'Delacorte Press', 'Year': '2008', 'Language': ''}",Nothing to Lose,Lee Child
1414,0385340990,"{'ISBN-13': '9780385340991', 'Title': 'The Guernsey Literary and Potato Peel Pie Society', 'Authors': ['Annie Barrows'], 'Publisher': 'The Dial Press', 'Year': '2008', 'Language': ''}",The Guernsey Literary and Potato Peel Pie Society,Annie Barrows
1415,0385341636,"{'ISBN-13': '9780385341639', 'Title': 'Faefever', 'Authors': ['Karen Marie Moning'], 'Publisher': 'Delacorte Press', 'Year': '2008', 'Language': ''}",Faefever,Karen Marie Moning
1416,0385341652,"{'ISBN-13': '9780385341653', 'Title': 'Dreamfever', 'Authors': ['Karen Marie Moning'], 'Publisher': 'Delacorte Press', 'Year': '2009', 'Language': ''}",Dreamfever,Karen Marie Moning
1417,0385341679,"{'ISBN-13': '9780385341677', 'Title': 'Shadowfever: A Mackayla Lane Novel', 'Authors': ['Karen Marie Moning'], 'Publisher': 'Random House Inc', 'Year': '2010', 'Language': ''}",Shadowfever: A Mackayla Lane Novel,Karen Marie Moning
1418,0385342020,"{'ISBN-13': '9780385342025', 'Title': 'Twenties girl', 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '2009', 'Language': ''}",Twenties girl,Sophie Kinsella
1419,0385342063,"{'ISBN-13': '9780385342063', 'Title': ""I've got your number"", 'Authors': ['Sophie Kinsella'], 'Publisher': 'Dial Press', 'Year': '2011', 'Language': ''}",I've got your number,Sophie Kinsella
1420,0385342454,"{'ISBN-13': '9780385342452', 'Title': 'An echo in the bone', 'Authors': ['Diana Gabaldon'], 'Publisher': 'Delacorte Press', 'Year': '2009', 'Language': ''}",An echo in the bone,Diana Gabaldon
1421,0385343205,"{'ISBN-13': '9780385343206', 'Title': 'The sins of the mother', 'Authors': ['Danielle Steel'], 'Publisher': 'Delacorte Press', 'Year': '2012', 'Language': ''}",The sins of the mother,Danielle Steel
1422,0385343221,"{'ISBN-13': '9780385343220', 'Title': 'Winners', 'Authors': ['80% DISCOUNT ( Save up to 80%)'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}",Winners,80% DISCOUNT ( Save up to 80%)
1423,0385343248,"{'ISBN-13': '9780385343244', 'Title': 'Shogun', 'Authors': ['James Clavell'], 'Publisher': 'Delta', 'Year': '2009', 'Language': 'en'}",Shogun,James Clavell
1424,0385343663,"{'ISBN-13': '9780385343664', 'Title': 'The Imperfectionists', 'Authors': ['Tom Rachman'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}",The Imperfectionists,Tom Rachman
1425,0385343833,"{'ISBN-13': '9780385343831', 'Title': ""The Tiger's Wife"", 'Authors': ['Téa Obreht'], 'Publisher': 'Random House Incorporated', 'Year': '2011', 'Language': 'en'}",The Tiger's Wife,Téa Obreht
1427,0385344074,"{'ISBN-13': '9780385344074', 'Title': 'South of Broad', 'Authors': ['Pat Conroy'], 'Publisher': 'Dial Press Trade Paperback', 'Year': '2010', 'Language': ''}",South of Broad,Pat Conroy
1428,0385344325,"{'ISBN-13': '9780385344326', 'Title': 'The affair', 'Authors': ['Lee Child'], 'Publisher': 'Delacorte Press', 'Year': '2011', 'Language': ''}",The affair,Lee Child
1429,0385344406,"{'ISBN-13': '9780385344401', 'Title': 'Iced', 'Authors': ['Karen Marie Moning'], 'Publisher': 'Delacorte Press', 'Year': '2012', 'Language': ''}",Iced,Karen Marie Moning
1430,0385344430,"{'ISBN-13': '9780385344432', 'Title': ""Written in my own heart's blood"", 'Authors': ['Gabaldon, Diana'], 'Publisher': '', 'Year': '2014', 'Language': ''}",Written in my own heart's blood,"Gabaldon, Diana"
1431,0385346859,"{'ISBN-13': '9780385346856', 'Title': 'The dinner', 'Authors': ['Herman Koch'], 'Publisher': '', 'Year': '2013', 'Language': ''}",The dinner,Herman Koch
1432,038534743X,"{'ISBN-13': '9780385347433', 'Title': 'The Execution of Noa P. Singleton', 'Authors': ['Elizabeth L. Silver'], 'Publisher': 'Crown', 'Year': '2013', 'Language': ''}",The Execution of Noa P. Singleton,Elizabeth L. Silver
1434,0385349173,"{'ISBN-13': '9780385349178', 'Title': 'Things That Matter', 'Authors': ['Charles Krauthammer'], 'Publisher': 'Crown Forum', 'Year': '2013', 'Language': ''}",Things That Matter,Charles Krauthammer
1436,0385349947,"{'ISBN-13': '9780385349949', 'Title': 'Lean In', 'Authors': ['Sheryl Sandberg', 'Nell Scovell'], 'Publisher': 'Knopf', 'Year': '2013', 'Language': ''}",Lean In,Sheryl Sandberg
1437,0385349963,"{'ISBN-13': '9780385349963', 'Title': 'The Wolves Of Midwinter A Novel', 'Authors': ['Anne Rice'], 'Publisher': 'Knopf', 'Year': '2013', 'Language': ''}",The Wolves Of Midwinter A Novel,Anne Rice
1438,0385351372,"{'ISBN-13': '9780385351379', 'Title': 'The son', 'Authors': ['Jo Nesbø'], 'Publisher': '', 'Year': '2014', 'Language': ''}",The son,Jo Nesbø
1439,0385351852,"{'ISBN-13': '9780385351850', 'Title': 'Chestnut Street', 'Authors': ['Maeve Binchy'], 'Publisher': '', 'Year': '2014', 'Language': ''}",Chestnut Street,Maeve Binchy
1442,038536315X,"{'ISBN-13': '9780385363150', 'Title': 'Sycamore Row', 'Authors': ['John Grisham'], 'Publisher': 'Random House Large Print Publishing', 'Year': '2013', 'Language': 'en'}",Sycamore Row,John Grisham
1443,0385376111,"{'ISBN-13': '9780385376112', 'Title': 'Fallen', 'Authors': ['Lauren Kate'], 'Publisher': 'Delacorte Books for Young Readers', 'Year': '2013', 'Language': 'en'}",Fallen,Lauren Kate
1444,0385425473,"{'ISBN-13': '9780385425476', 'Title': 'Wild swans', 'Authors': ['Jung Chang'], 'Publisher': 'Anchor Books', 'Year': '1992', 'Language': ''}",Wild swans,Jung Chang
1445,0385475721,"{'ISBN-13': '9780385475723', 'Title': 'The blind assassin', 'Authors': ['Margaret Atwood'], 'Publisher': 'N.A. Talese', 'Year': '2000', 'Language': ''}",The blind assassin,Margaret Atwood
1446,0385479565,"{'ISBN-13': '9780385479561', 'Title': 'The hot zone', 'Authors': ['Preston, Richard'], 'Publisher': 'Anchor Books', 'Year': '1995', 'Language': ''}",The hot zone,"Preston, Richard"
